ID;UF;Região;Mês;Genero;Faixa etária;Nivel de graduação;Área de graduação;Empresa;Perfil;Curso;Tipo C H;Carga horária;Tipo de Curso;Turma;Status
MT875;MG;Sudeste;3;Masculino;40-49;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/25;Não Iniciado
MT876;SP;Sudeste;2;Feminino;30-39;Graduação;Ciências Humas;Estrela;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/26;Aprovado
MT877;AM;Norte;2;Masculino;50-59;Pós Graduação;NI;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/27;Reprovado
MT878;PR;Sul;2;Feminino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/28;Não Iniciado
MT879;MG;Sudeste;2;Masculino;40-49;Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/29;Aprovado
MT880;SP;Sudeste;4;Feminino;30-39;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/30;Aprovado
MT881;RN;Nordeste;4;Masculino;50-59;NI;NI;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/31;Aprovado
MT882;RN;Nordeste;4;Feminino;18-29;Graduação;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/32;Aprovado
MT883;RS;Sul;4;Masculino;40-49;Ens. Médio;NI;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/33;Aprovado
MT884;SC;Sul;4;Feminino;30-39;Graduação;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/34;Não Iniciado
MT885;PR;Sul;4;Masculino;50-59;Ens. Médio;Ciências Humas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/35;Aprovado
MT886;MG;Sudeste;1;Feminino;18-29;NI;Ciências Humas;Constelação;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/36;Reprovado
MT887;SP;Sudeste;1;Masculino;40-49;Graduação;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/37;Não Iniciado
MT888;SP;Sudeste;1;Masculino;40-49;Graduação;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/37;Não Iniciado
