Id;Produto;Qte Vendida;Data;Loja; Preço Unitário ;Cor;Tamanho;Genero;;;;;;;;
1281;Tênis;4;05/11/2021;São Paulo - SP;R$ 436,33;Verde;40;M;;;;;;;;
1282;Moda Adulta;3;17/10/2021;Salvador -BA;R$ 476,38;Azul;39;M;;;;;;;;
1283;Moda Infantil;5;13/05/2021;Rio de Janeiro - RJ;R$ 516,42;Vermelho;38;F;;;;;;;;
1284;Moda Bebe;3;24/08/2021;Campinas - SP;R$ 556,46;Rosa;12;M;;;;;;;;
1285;Chinelos;2;15/06/2021;Curitiba - PR;R$ 596,51;Preto;1;F;;;;;;;;
1286;Botas;5;30/07/2021;Cascavel - PR;R$ 636,55;Branco;37;M;;;;;;;;
1287;Tênis;2;24/12/2021;Florianópolis - SC;R$ 676,60;Verde;36;F;;;;;;;;
1288;Sandália;4;02/06/2021;Chapecó - SC;R$ 716,64;Verde;34;F;;;;;;;;
1289;Chinelos;4;27/06/2021;Goiânia - GO;R$ 756,68;Azul;34;F;;;;;;;;
1290;Moda Infantil;5;09/10/2021;Maringá - PR;R$ 510,99;Vermelho;35;F;;;;;;;;
1291;Sapato Masculino;2;22/05/2021;Araçatuba - SP;R$ 411,11;Rosa;36;M;;;;;;;;
1292;Sapato Feminino;2;31/05/2021;Belo Horizonte - MG;R$ 220,00;Preto;22;M;;;;;;;;
1293;Tênis;1;04/03/2021;São Paulo - SP;R$ 140,00;Branco;44;F;;;;;;;;
1294;Tênis;1;01/12/2021;Salvador -BA;R$ 144,00;Verde;36;M;;;;;;;;
1295;Moda Adulta;5;08/08/2021;Rio de Janeiro - RJ;R$ 210,00;Verde;40;F;;;;;;;;
1296;Moda Infantil;4;29/07/2021;Campinas - SP;R$ 212,99;Azul;39;M;;;;;;;;
1297;Moda Bebe;3;08/10/2021;Curitiba - PR;R$ 199,99;Vermelho;38;F;;;;;;;;
1298;Chinelos;5;23/06/2021;Cascavel - PR;R$ 510,99;Rosa;12;F;;;;;;;;
1299;Botas;3;05/08/2021;Florianópolis - SC;R$ 411,11;Preto;1;F;;;;;;;;
1300;Tênis;2;15/08/2021;Chapecó - SC;R$ 436,33;Branco;37;F;;;;;;;;
1301;Sandália;5;23/07/2021;Goiânia - GO;R$ 476,38;Verde;36;M;;;;;;;;
1302;Chinelos;2;25/03/2021;Maringá - PR;R$ 516,42;Verde;34;M;;;;;;;;
1303;Moda Infantil;4;11/01/2021;Araçatuba - SP;R$ 556,46;Azul;34;F;;;;;;;;
1304;Sapato Masculino;4;08/12/2021;Belo Horizonte - MG;R$ 596,51;Vermelho;35;M;;;;;;;;
1305;Sapato Feminino;5;14/04/2021;São Paulo - SP;R$ 636,55;Rosa;36;F;;;;;;;;
1306;Moda Bebe;2;15/02/2021;Salvador -BA;R$ 676,60;Preto;22;M;;;;;;;;
1307;Chinelos;2;23/01/2021;Rio de Janeiro - RJ;R$ 716,64;Branco;44;F;;;;;;;;
1308;Botas;1;08/07/2021;Campinas - SP;R$ 756,68;Verde;36;F;;;;;;;;
1309;Tênis;1;06/09/2021;Curitiba - PR;R$ 540,18;Verde;40;F;;;;;;;;
1310;Sandália;5;05/09/2021;Cascavel - PR;R$ 543,13;Azul;39;F;;;;;;;;
1311;Chinelos;4;09/12/2021;Florianópolis - SC;R$ 546,09;Vermelho;38;M;;;;;;;;
1312;Moda Infantil;3;30/06/2021;Chapecó - SC;R$ 140,00;Rosa;12;M;;;;;;;;
1313;Sapato Masculino;5;29/12/2021;Goiânia - GO;R$ 144,00;Preto;1;F;;;;;;;;
1314;Tênis;3;23/05/2021;Maringá - PR;R$ 210,00;Branco;37;M;;;;;;;;
1315;Sandália;2;08/07/2021;Araçatuba - SP;R$ 212,99;Verde;36;F;;;;;;;;
1316;Chinelos;5;13/03/2021;Belo Horizonte - MG;R$ 247,99;Verde;34;M;;;;;;;;
1317;Moda Infantil;2;03/07/2021;São Paulo - SP;R$ 276,49;Azul;34;F;;;;;;;;
1318;Sapato Masculino;4;05/07/2021;Salvador -BA;R$ 304,98;Vermelho;35;F;;;;;;;;
1319;Sapato Feminino;4;12/07/2021;Rio de Janeiro - RJ;R$ 333,48;Rosa;36;F;;;;;;;;
1320;Tênis;5;05/11/2021;Campinas - SP;R$ 361,98;Preto;22;F;;;;;;;;
1321;Tênis;2;14/08/2021;Curitiba - PR;R$ 220,00;Branco;44;M;;;;;;;;
1322;Moda Adulta;2;10/04/2021;Cascavel - PR;R$ 140,00;Verde;36;M;;;;;;;;
1323;Moda Infantil;1;08/12/2021;Florianópolis - SC;R$ 144,00;Verde;40;F;;;;;;;;
1324;Moda Bebe;1;31/08/2021;Chapecó - SC;R$ 210,00;Azul;39;M;;;;;;;;
1325;Chinelos;5;04/05/2021;Goiânia - GO;R$ 212,99;Vermelho;38;F;;;;;;;;
1326;Botas;4;14/05/2021;Maringá - PR;R$ 199,99;Rosa;12;M;;;;;;;;
1327;Tênis;3;07/03/2021;Araçatuba - SP;R$ 510,99;Preto;1;F;;;;;;;;
1328;Sandália;5;31/01/2021;Belo Horizonte - MG;R$ 411,11;Branco;37;F;;;;;;;;
1329;Chinelos;3;29/07/2021;São Paulo - SP;R$ 220,00;Verde;36;F;;;;;;;;
1330;Moda Infantil;2;21/10/2021;Salvador -BA;R$ 140,00;Verde;34;F;;;;;;;;
1331;Sapato Masculino;5;25/05/2021;Rio de Janeiro - RJ;R$ 144,00;Azul;34;M;;;;;;;;
1332;Sapato Feminino;2;21/01/2021;Campinas - SP;R$ 210,00;Vermelho;35;M;;;;;;;;
1333;Tênis;4;02/11/2021;Curitiba - PR;R$ 212,99;Rosa;36;F;;;;;;;;
1334;Tênis;4;18/02/2021;Cascavel - PR;R$ 199,99;Preto;22;M;;;;;;;;
1335;Moda Adulta;5;26/08/2021;Florianópolis - SC;R$ 510,99;Branco;44;F;;;;;;;;
1336;Moda Bebe;2;05/08/2021;Chapecó - SC;R$ 411,11;Verde;36;M;;;;;;;;
1337;Chinelos;2;29/03/2021;Goiânia - GO;R$ 220,00;Verde;40;F;;;;;;;;
1338;Botas;1;09/10/2021;Maringá - PR;R$ 140,00;Azul;39;F;;;;;;;;
1339;Tênis;1;11/08/2021;Araçatuba - SP;R$ 144,00;Vermelho;38;F;;;;;;;;
1340;Sandália;5;22/09/2021;Belo Horizonte - MG;R$ 210,00;Rosa;12;F;;;;;;;;
1341;Chinelos;4;22/08/2021;São Paulo - SP;R$ 212,99;Preto;1;M;;;;;;;;
1342;Moda Infantil;3;15/09/2021;Salvador -BA;R$ 199,99;Branco;37;M;;;;;;;;
1343;Sapato Masculino;5;26/12/2021;Rio de Janeiro - RJ;R$ 510,99;Verde;36;F;;;;;;;;
1344;Sapato Feminino;3;14/03/2021;Campinas - SP;R$ 411,11;Verde;34;M;;;;;;;;
1345;Tênis;2;30/08/2021;Curitiba - PR;R$ 220,00;Azul;34;F;;;;;;;;
1346;Tênis;5;18/06/2021;Cascavel - PR;R$ 140,00;Vermelho;35;M;;;;;;;;
1347;Sandália;2;24/06/2021;Florianópolis - SC;R$ 144,00;Rosa;36;F;;;;;;;;
1348;Chinelos;4;20/06/2021;Chapecó - SC;R$ 210,00;Preto;22;F;;;;;;;;
1349;Moda Infantil;4;15/04/2021;Goiânia - GO;R$ 212,99;Branco;44;F;;;;;;;;
1350;Sapato Masculino;5;25/05/2021;Maringá - PR;R$ 199,99;Verde;36;F;;;;;;;;
1351;Tênis;2;09/04/2021;Araçatuba - SP;R$ 510,99;Verde;40;M;;;;;;;;
1352;Sandália;2;24/10/2021;Belo Horizonte - MG;R$ 411,11;Azul;39;M;;;;;;;;
1353;Chinelos;1;16/07/2021;São Paulo - SP;R$ 436,33;Vermelho;38;F;;;;;;;;
1354;Moda Infantil;1;12/01/2021;Salvador -BA;R$ 476,38;Rosa;12;M;;;;;;;;
1355;Sapato Masculino;5;07/03/2021;Rio de Janeiro - RJ;R$ 516,42;Preto;1;F;;;;;;;;
1356;Sapato Feminino;4;16/08/2021;Campinas - SP;R$ 556,46;Branco;37;M;;;;;;;;
1357;Tênis;3;23/05/2021;Curitiba - PR;R$ 596,51;Verde;36;F;;;;;;;;
1358;Tênis;5;13/11/2021;Cascavel - PR;R$ 636,55;Verde;34;F;;;;;;;;
1359;Moda Adulta;3;19/10/2021;Florianópolis - SC;R$ 676,60;Azul;34;F;;;;;;;;
1360;Moda Infantil;2;16/08/2021;Chapecó - SC;R$ 716,64;Vermelho;35;F;;;;;;;;
1361;Moda Bebe;5;04/03/2021;Goiânia - GO;R$ 756,68;Rosa;36;M;;;;;;;;
1362;Chinelos;2;29/04/2021;Maringá - PR;R$ 510,99;Preto;22;M;;;;;;;;
1363;Botas;4;17/09/2021;Araçatuba - SP;R$ 411,11;Branco;44;F;;;;;;;;
1364;Tênis;4;18/04/2021;Belo Horizonte - MG;R$ 220,00;Verde;36;M;;;;;;;;
1365;Sandália;5;17/08/2021;Belo Horizonte - MG;R$ 140,00;Verde;40;F;;;;;;;;
1366;Chinelos;2;15/08/2021;São Paulo - SP;R$ 144,00;Azul;39;M;;;;;;;;
1367;Moda Infantil;2;09/10/2021;Salvador -BA;R$ 210,00;Vermelho;38;F;;;;;;;;
1368;Sapato Masculino;1;18/05/2021;Rio de Janeiro - RJ;R$ 212,99;Rosa;12;F;;;;;;;;
1369;Sapato Feminino;1;01/08/2021;Campinas - SP;R$ 199,99;Preto;41;F;;;;;;;;
1370;Tênis;5;28/02/2021;Curitiba - PR;R$ 510,99;Branco;37;F;;;;;;;;
1371;Tênis;4;20/08/2021;Cascavel - PR;R$ 411,11;Verde;36;M;;;;;;;;
1372;Moda Adulta;5;13/12/2021;Florianópolis - SC;R$ 436,33;Verde;34;M;;;;;;;;
1373;Moda Infantil;2;22/03/2021;Chapecó - SC;R$ 476,38;Azul;34;F;;;;;;;;
1374;Moda Bebe;2;28/07/2021;Goiânia - GO;R$ 516,42;Vermelho;35;M;;;;;;;;
1375;Chinelos;1;03/11/2021;Maringá - PR;R$ 556,46;Rosa;36;F;;;;;;;;
1376;Botas;1;24/01/2021;Araçatuba - SP;R$ 596,51;Preto;22;M;;;;;;;;
1377;Tênis;5;30/04/2021;Belo Horizonte - MG;R$ 636,55;Branco;44;F;;;;;;;;
1378;Sandália;4;08/09/2021;Cascavel - PR;R$ 676,60;Verde;36;F;;;;;;;;
1379;Chinelos;3;22/12/2021;Florianópolis - SC;R$ 716,64;Verde;40;F;;;;;;;;
1380;Moda Infantil;5;06/05/2021;Chapecó - SC;R$ 756,68;Azul;39;F;;;;;;;;
1381;Sapato Masculino;3;06/04/2021;Goiânia - GO;R$ 510,99;Vermelho;38;M;;;;;;;;
1382;Sapato Feminino;2;13/08/2021;Maringá - PR;R$ 411,11;Rosa;12;M;;;;;;;;
1383;Tênis;5;06/01/2021;Araçatuba - SP;R$ 220,00;Preto;1;F;;;;;;;;
1384;Tênis;2;14/09/2021;Belo Horizonte - MG;R$ 140,00;Branco;37;M;;;;;;;;
1385;Moda Adulta;4;02/08/2021;São Paulo - SP;R$ 144,00;Verde;36;F;;;;;;;;
1386;Moda Infantil;4;09/01/2021;Salvador -BA;R$ 210,00;Verde;34;M;;;;;;;;
1387;Moda Bebe;5;27/11/2021;Salvador -BA;R$ 212,99;Azul;34;F;;;;;;;;
1388;Chinelos;2;07/05/2021;Rio de Janeiro - RJ;R$ 199,99;Vermelho;35;F;;;;;;;;
1389;Botas;2;30/07/2021;Campinas - SP;R$ 510,99;Rosa;36;F;;;;;;;;
1390;Tênis;1;07/10/2021;Curitiba - PR;R$ 411,11;Preto;22;F;;;;;;;;
1391;Sandália;1;09/04/2021;Cascavel - PR;R$ 436,33;Branco;44;M;;;;;;;;
1392;Chinelos;5;19/07/2021;Florianópolis - SC;R$ 476,38;Verde;36;M;;;;;;;;
1393;Moda Infantil;4;03/09/2021;Chapecó - SC;R$ 516,42;Verde;40;F;;;;;;;;
1394;Sapato Masculino;3;25/09/2021;Goiânia - GO;R$ 556,46;Azul;39;M;;;;;;;;
1395;Sapato Feminino;5;20/11/2021;Maringá - PR;R$ 596,51;Vermelho;38;F;;;;;;;;
1396;Moda Bebe;3;24/04/2021;Araçatuba - SP;R$ 636,55;Rosa;12;M;;;;;;;;
1397;Chinelos;2;07/06/2021;Belo Horizonte - MG;R$ 676,60;Preto;1;F;;;;;;;;
1398;Botas;5;01/04/2021;Salvador -BA;R$ 716,64;Branco;37;F;;;;;;;;
1399;Tênis;2;21/04/2021;Rio de Janeiro - RJ;R$ 756,68;Verde;36;F;;;;;;;;
1400;Sandália;4;01/10/2021;Campinas - SP;R$ 510,99;Verde;34;F;;;;;;;;
1401;Chinelos;4;05/07/2021;Curitiba - PR;R$ 411,11;Azul;34;M;;;;;;;;
1402;Moda Infantil;5;27/10/2021;Cascavel - PR;R$ 220,00;Vermelho;35;M;;;;;;;;
1403;Sapato Masculino;2;18/04/2021;Florianópolis - SC;R$ 140,00;Rosa;36;F;;;;;;;;
1404;Tênis;2;27/05/2021;Chapecó - SC;R$ 144,00;Preto;22;M;;;;;;;;
1405;Sandália;1;10/05/2021;Goiânia - GO;R$ 210,00;Branco;44;F;;;;;;;;
1406;Chinelos;1;30/05/2021;Maringá - PR;R$ 212,99;Verde;36;M;;;;;;;;
1407;Moda Infantil;5;15/03/2021;Araçatuba - SP;R$ 199,99;Verde;40;F;;;;;;;;
1408;Sapato Masculino;4;19/12/2021;Belo Horizonte - MG;R$ 510,99;Azul;39;F;;;;;;;;
1409;Sapato Feminino;3;11/08/2021;São Paulo - SP;R$ 411,11;Vermelho;38;F;;;;;;;;
1410;Tênis;5;02/08/2021;Salvador -BA;R$ 436,33;Rosa;12;F;;;;;;;;
1411;Tênis;3;27/08/2021;Rio de Janeiro - RJ;R$ 476,38;Preto;1;M;;;;;;;;
1412;Moda Adulta;2;04/12/2021;Campinas - SP;R$ 516,42;Branco;37;M;;;;;;;;
1413;Moda Infantil;5;10/05/2021;Curitiba - PR;R$ 556,46;Verde;36;F;;;;;;;;
1414;Moda Bebe;2;11/10/2021;Cascavel - PR;R$ 596,51;Verde;34;M;;;;;;;;
1415;Chinelos;4;17/01/2021;Florianópolis - SC;R$ 636,55;Azul;34;F;;;;;;;;
1416;Botas;4;18/01/2021;Chapecó - SC;R$ 676,60;Vermelho;35;M;;;;;;;;
1417;Tênis;5;25/06/2021;Goiânia - GO;R$ 716,64;Rosa;36;F;;;;;;;;
1418;Sandália;2;10/12/2021;Maringá - PR;R$ 756,68;Preto;22;F;;;;;;;;
1419;Chinelos;2;12/03/2021;Araçatuba - SP;R$ 540,18;Branco;44;F;;;;;;;;
1420;Moda Infantil;1;21/12/2021;Belo Horizonte - MG;R$ 543,13;Verde;36;F;;;;;;;;
1421;Sapato Masculino;1;19/10/2021;São Paulo - SP;R$ 546,09;Verde;40;M;;;;;;;;
1422;Sapato Feminino;5;01/06/2021;Salvador -BA;R$ 140,00;Azul;39;M;;;;;;;;
1423;Tênis;4;23/12/2021;Rio de Janeiro - RJ;R$ 144,00;Vermelho;38;F;;;;;;;;
1424;Tênis;3;08/09/2021;Campinas - SP;R$ 210,00;Rosa;12;M;;;;;;;;
1425;Moda Adulta;5;07/01/2021;Curitiba - PR;R$ 212,99;Preto;1;F;;;;;;;;
1426;Moda Bebe;3;08/02/2021;Cascavel - PR;R$ 247,99;Branco;37;M;;;;;;;;
1427;Chinelos;2;25/01/2021;Florianópolis - SC;R$ 276,49;Verde;36;F;;;;;;;;
1428;Botas;5;10/08/2021;Chapecó - SC;R$ 304,98;Verde;34;F;;;;;;;;
1429;Tênis;2;03/01/2021;Goiânia - GO;R$ 333,48;Azul;34;F;;;;;;;;
1430;Sandália;4;02/06/2021;Maringá - PR;R$ 361,98;Vermelho;35;F;;;;;;;;
1431;Chinelos;4;14/04/2021;Araçatuba - SP;R$ 220,00;Rosa;36;M;;;;;;;;
1432;Moda Infantil;5;22/06/2021;Belo Horizonte - MG;R$ 140,00;Preto;22;M;;;;;;;;
1433;Sapato Masculino;2;01/06/2021;São Paulo - SP;R$ 144,00;Branco;44;F;;;;;;;;
1434;Sapato Feminino;2;12/10/2021;Salvador -BA;R$ 210,00;Verde;36;M;;;;;;;;
1435;Tênis;1;20/07/2021;Rio de Janeiro - RJ;R$ 212,99;Verde;40;F;;;;;;;;
1436;Tênis;1;23/03/2021;Campinas - SP;R$ 199,99;Azul;39;M;;;;;;;;
1437;Sandália;5;22/05/2021;Curitiba - PR;R$ 510,99;Vermelho;38;F;;;;;;;;
1438;Chinelos;4;26/08/2021;Cascavel - PR;R$ 411,11;Rosa;12;F;;;;;;;;
1439;Moda Infantil;3;12/09/2021;Florianópolis - SC;R$ 220,00;Preto;1;F;;;;;;;;
1440;Sapato Masculino;5;12/09/2021;Chapecó - SC;R$ 140,00;Branco;37;F;;;;;;;;
1441;Tênis;3;23/04/2021;Goiânia - GO;R$ 144,00;Verde;36;M;;;;;;;;
1442;Sandália;2;15/12/2021;Maringá - PR;R$ 210,00;Verde;34;M;;;;;;;;
1443;Chinelos;5;11/04/2021;Araçatuba - SP;R$ 212,99;Azul;34;F;;;;;;;;
1444;Moda Infantil;2;12/12/2021;Belo Horizonte - MG;R$ 199,99;Vermelho;35;M;;;;;;;;
1445;Sapato Masculino;4;14/01/2021;São Paulo - SP;R$ 510,99;Rosa;36;F;;;;;;;;
1446;Sapato Feminino;4;06/02/2021;Salvador -BA;R$ 411,11;Preto;22;M;;;;;;;;
1447;Tênis;5;20/12/2021;Rio de Janeiro - RJ;R$ 220,00;Branco;44;F;;;;;;;;
1448;Tênis;2;14/12/2021;Campinas - SP;R$ 140,00;Verde;36;F;;;;;;;;
1449;Moda Adulta;2;14/02/2021;Curitiba - PR;R$ 144,00;Verde;40;F;;;;;;;;
1450;Moda Infantil;1;16/07/2021;Cascavel - PR;R$ 210,00;Azul;39;F;;;;;;;;
1451;Moda Bebe;1;16/05/2021;Florianópolis - SC;R$ 212,99;Vermelho;38;M;;;;;;;;
1452;Chinelos;5;06/03/2021;Chapecó - SC;R$ 199,99;Rosa;12;M;;;;;;;;
1453;Botas;4;18/04/2021;Goiânia - GO;R$ 510,99;Preto;1;F;;;;;;;;
1454;Tênis;3;07/06/2021;Maringá - PR;R$ 411,11;Branco;37;M;;;;;;;;
1455;Sandália;5;02/01/2021;Araçatuba - SP;R$ 220,00;Verde;36;F;;;;;;;;
1456;Chinelos;3;24/05/2021;Belo Horizonte - MG;R$ 140,00;Verde;34;M;;;;;;;;
1457;Moda Infantil;2;18/03/2021;São Paulo - SP;R$ 144,00;Azul;34;F;;;;;;;;
1458;Sapato Masculino;5;26/05/2021;Salvador -BA;R$ 210,00;Vermelho;35;F;;;;;;;;
1459;Sapato Feminino;2;10/04/2021;Rio de Janeiro - RJ;R$ 212,99;Rosa;36;F;;;;;;;;
1460;Tênis;4;23/10/2021;Campinas - SP;R$ 199,99;Preto;22;F;;;;;;;;
1461;Tênis;4;16/08/2021;Curitiba - PR;R$ 510,99;Branco;44;M;;;;;;;;
1462;Moda Adulta;5;27/03/2021;Cascavel - PR;R$ 411,11;Verde;36;M;;;;;;;;
1463;Moda Infantil;2;31/08/2021;Florianópolis - SC;R$ 436,33;Verde;40;F;;;;;;;;
1464;Moda Bebe;2;20/02/2021;Chapecó - SC;R$ 476,38;Azul;39;M;;;;;;;;
1465;Chinelos;1;08/11/2021;Goiânia - GO;R$ 516,42;Vermelho;38;F;;;;;;;;
1466;Botas;1;10/03/2021;Maringá - PR;R$ 556,46;Rosa;12;M;;;;;;;;
1467;Tênis;5;28/02/2021;Araçatuba - SP;R$ 596,51;Preto;41;F;;;;;;;;
1468;Sandália;4;14/05/2021;Belo Horizonte - MG;R$ 636,55;Branco;37;F;;;;;;;;
1469;Chinelos;3;27/02/2021;São Paulo - SP;R$ 676,60;Verde;36;F;;;;;;;;
1470;Moda Infantil;5;14/03/2021;Salvador -BA;R$ 716,64;Verde;34;F;;;;;;;;
1471;Sapato Masculino;3;24/04/2021;Rio de Janeiro - RJ;R$ 756,68;Azul;34;M;;;;;;;;
1472;Sapato Feminino;2;13/02/2021;Campinas - SP;R$ 510,99;Vermelho;35;M;;;;;;;;
1473;Tênis;5;19/01/2021;Curitiba - PR;R$ 411,11;Rosa;36;F;;;;;;;;
1474;Tênis;2;25/09/2021;Cascavel - PR;R$ 220,00;Preto;22;M;;;;;;;;
1475;Moda Adulta;4;27/04/2021;Florianópolis - SC;R$ 140,00;Branco;44;F;;;;;;;;
1476;Moda Infantil;4;19/06/2021;Chapecó - SC;R$ 144,00;Verde;36;M;;;;;;;;
1477;Moda Bebe;5;12/12/2021;Goiânia - GO;R$ 210,00;Verde;40;F;;;;;;;;
1478;Chinelos;2;13/07/2021;Maringá - PR;R$ 212,99;Azul;39;F;;;;;;;;
1479;Botas;2;06/03/2021;Araçatuba - SP;R$ 199,99;Vermelho;38;F;;;;;;;;
1480;Tênis;1;04/06/2021;Belo Horizonte - MG;R$ 510,99;Rosa;12;F;;;;;;;;
1481;Sandália;1;20/02/2021;São Paulo - SP;R$ 411,11;Preto;1;M;;;;;;;;
1482;Chinelos;5;01/03/2021;Salvador -BA;R$ 436,33;Branco;37;M;;;;;;;;
1483;Moda Infantil;4;10/05/2021;Rio de Janeiro - RJ;R$ 476,38;Verde;36;F;;;;;;;;
1484;Sapato Masculino;3;12/12/2021;Campinas - SP;R$ 516,42;Verde;34;M;;;;;;;;
1485;Sapato Feminino;5;04/06/2021;Curitiba - PR;R$ 556,46;Azul;34;F;;;;;;;;
1486;Moda Bebe;3;01/12/2021;Cascavel - PR;R$ 596,51;Vermelho;35;M;;;;;;;;
1487;Chinelos;2;01/08/2021;Florianópolis - SC;R$ 636,55;Rosa;36;F;;;;;;;;
1488;Botas;5;17/11/2021;Chapecó - SC;R$ 676,60;Preto;22;F;;;;;;;;
1489;Tênis;2;09/08/2021;Goiânia - GO;R$ 716,64;Branco;44;F;;;;;;;;
1490;Sandália;4;13/09/2021;Maringá - PR;R$ 756,68;Verde;36;F;;;;;;;;
1491;Chinelos;4;12/04/2021;Araçatuba - SP;R$ 510,99;Verde;40;M;;;;;;;;
1492;Moda Infantil;5;11/07/2021;Belo Horizonte - MG;R$ 411,11;Azul;39;M;;;;;;;;
1493;Sapato Masculino;2;20/10/2021;Belo Horizonte - MG;R$ 220,00;Vermelho;38;F;;;;;;;;
1494;Tênis;2;15/09/2021;São Paulo - SP;R$ 140,00;Rosa;12;M;;;;;;;;
1495;Sandália;1;18/05/2021;Salvador -BA;R$ 144,00;Preto;1;F;;;;;;;;
1496;Chinelos;1;09/07/2021;Rio de Janeiro - RJ;R$ 210,00;Branco;37;M;;;;;;;;
1497;Moda Infantil;5;25/04/2021;Campinas - SP;R$ 212,99;Verde;36;F;;;;;;;;
1498;Sapato Masculino;4;23/10/2021;Curitiba - PR;R$ 199,99;Verde;34;F;;;;;;;;
1499;Sapato Feminino;3;05/11/2021;Cascavel - PR;R$ 510,99;Azul;34;F;;;;;;;;
1500;Tênis;5;18/12/2021;Florianópolis - SC;R$ 411,11;Vermelho;35;F;;;;;;;;
1501;Tênis;3;02/08/2021;Chapecó - SC;R$ 436,33;Rosa;36;M;;;;;;;;
1502;Moda Adulta;2;04/08/2021;Goiânia - GO;R$ 476,38;Preto;22;M;;;;;;;;
1503;Moda Infantil;5;24/07/2021;Maringá - PR;R$ 516,42;Branco;44;F;;;;;;;;
1504;Moda Bebe;2;22/02/2021;Araçatuba - SP;R$ 556,46;Verde;36;M;;;;;;;;
1505;Chinelos;4;03/11/2021;Belo Horizonte - MG;R$ 596,51;Verde;40;F;;;;;;;;
1506;Botas;4;04/12/2021;Cascavel - PR;R$ 636,55;Azul;39;M;;;;;;;;
1507;Tênis;5;10/05/2021;Florianópolis - SC;R$ 676,60;Vermelho;38;F;;;;;;;;
1508;Sandália;2;16/05/2021;Chapecó - SC;R$ 716,64;Rosa;12;F;;;;;;;;
1509;Chinelos;2;26/05/2021;Goiânia - GO;R$ 756,68;Preto;1;F;;;;;;;;
1510;Moda Infantil;1;11/03/2021;Maringá - PR;R$ 510,99;Branco;37;F;;;;;;;;
1511;Sapato Masculino;1;10/07/2021;Araçatuba - SP;R$ 411,11;Verde;36;M;;;;;;;;
1512;Sapato Feminino;5;20/08/2021;Belo Horizonte - MG;R$ 220,00;Verde;34;M;;;;;;;;
1513;Tênis;4;09/12/2021;São Paulo - SP;R$ 140,00;Azul;34;F;;;;;;;;
1514;Tênis;3;17/12/2021;Salvador -BA;R$ 144,00;Vermelho;35;M;;;;;;;;
1515;Moda Adulta;5;01/10/2021;Salvador -BA;R$ 210,00;Rosa;36;F;;;;;;;;
1516;Moda Bebe;3;17/11/2021;Rio de Janeiro - RJ;R$ 212,99;Preto;22;M;;;;;;;;
1517;Chinelos;2;27/06/2021;Campinas - SP;R$ 199,99;Branco;44;F;;;;;;;;
1518;Botas;5;07/05/2021;Curitiba - PR;R$ 510,99;Verde;36;F;;;;;;;;
1519;Tênis;2;11/06/2021;Cascavel - PR;R$ 411,11;Verde;40;F;;;;;;;;
1520;Sandália;4;01/05/2021;Florianópolis - SC;R$ 436,33;Azul;39;F;;;;;;;;
1521;Chinelos;4;30/04/2021;Chapecó - SC;R$ 476,38;Vermelho;38;M;;;;;;;;
1522;Moda Infantil;5;24/08/2021;Goiânia - GO;R$ 516,42;Rosa;12;M;;;;;;;;
1523;Sapato Masculino;2;23/03/2021;Maringá - PR;R$ 556,46;Preto;1;F;;;;;;;;
1524;Sapato Feminino;2;31/08/2021;Araçatuba - SP;R$ 596,51;Branco;37;M;;;;;;;;
1525;Tênis;1;31/07/2021;Belo Horizonte - MG;R$ 636,55;Verde;36;F;;;;;;;;
1526;Tênis;1;05/06/2021;Salvador -BA;R$ 676,60;Verde;34;M;;;;;;;;
1527;Sandália;5;19/03/2021;Rio de Janeiro - RJ;R$ 716,64;Azul;34;F;;;;;;;;
1528;Chinelos;4;27/09/2021;Campinas - SP;R$ 756,68;Vermelho;35;F;;;;;;;;
1529;Moda Infantil;3;03/10/2021;Curitiba - PR;R$ 540,18;Rosa;36;F;;;;;;;;
1530;Sapato Masculino;5;30/07/2021;Cascavel - PR;R$ 543,13;Preto;22;F;;;;;;;;
1531;Tênis;3;22/02/2021;Florianópolis - SC;R$ 546,09;Branco;44;M;;;;;;;;
1532;Sandália;2;15/12/2021;Chapecó - SC;R$ 140,00;Verde;36;M;;;;;;;;
1533;Chinelos;5;24/05/2021;Goiânia - GO;R$ 144,00;Verde;40;F;;;;;;;;
1534;Moda Infantil;2;02/07/2021;Maringá - PR;R$ 210,00;Azul;39;M;;;;;;;;
1535;Sapato Masculino;4;04/10/2021;Araçatuba - SP;R$ 212,99;Vermelho;38;F;;;;;;;;
1536;Sapato Feminino;4;11/10/2021;Belo Horizonte - MG;R$ 247,99;Rosa;12;M;;;;;;;;
1537;Tênis;5;08/05/2021;São Paulo - SP;R$ 276,49;Preto;1;F;;;;;;;;
1538;Tênis;2;31/08/2021;Salvador -BA;R$ 304,98;Branco;37;F;;;;;;;;
1539;Moda Adulta;2;24/07/2021;Rio de Janeiro - RJ;R$ 333,48;Verde;36;F;;;;;;;;
1540;Moda Infantil;1;16/06/2021;Campinas - SP;R$ 361,98;Verde;34;F;;;;;;;;
1541;Moda Bebe;1;26/08/2021;Curitiba - PR;R$ 220,00;Azul;34;M;;;;;;;;
1542;Chinelos;5;22/02/2021;Cascavel - PR;R$ 140,00;Vermelho;35;M;;;;;;;;
1543;Botas;4;19/08/2021;Florianópolis - SC;R$ 144,00;Rosa;36;F;;;;;;;;
1544;Tênis;3;06/02/2021;Chapecó - SC;R$ 210,00;Preto;22;M;;;;;;;;
1545;Sandália;5;15/02/2021;Goiânia - GO;R$ 212,99;Branco;44;F;;;;;;;;
